1168,0,2,1,2,5,11,2,5,3
0,1298,12,8,2,0,2,3,6,2
3,3,1150,0,7,5,6,2,11,1
1,3,16,1180,4,25,1,14,17,9
1,1,3,0,1133,1,9,1,1,28
3,1,1,11,3,1005,11,3,6,6
7,4,0,0,10,16,1126,0,7,1
1,2,13,1,8,1,0,1174,1,8
3,15,4,12,2,15,4,5,1116,8
6,0,2,8,25,4,1,24,4,1144
